brand	category	name	imageUrl	id
CARENESS	treatment	ジュエル トリートメント ルビー	data/products/images/ケアネス_ジュエル_トリートメント_〔ルビー〕400g.jpg	careness-jewel-ruby-tr
CARENESS	outbath-milk	ジュエル ストレートミルク ルビー	data/products/images/ケアネス_ジュエル_ストレートミルク〔ルビー〕130ml.jpg	careness-jewel-ruby-milk
CARENESS	shampoo	ジュエル シャンプー サファイア	data/products/images/ケアネス_ジュエル_シャンプー〔サファイア〕400ml.jpg	careness-jewel-sapphire-sh
CARENESS	treatment	ジュエル トリートメント サファイア	data/products/images/ケアネス_ジュエル_トリートメント_〔サファイア〕400g.jpg	careness-jewel-sapphire-tr
CARENESS	outbath-milk	ジュエル ストレートミルク サファイア	data/products/images/ケアネス_ジュエル_ストレートミルク〔サファイア〕130ml.jpg	careness-jewel-sapphire-milk
CARENESS	booster	ジュエル ブーストミスト	data/products/images/ケアネス_ジュエル_ブーストミスト_125ml.jpg	careness-jewel-boostmist
いるかのせなか。	outbath-milk	いるかのせなか。CMCミルク	data/products/images/いるかのせなか_CMCミルク_140g_公式.png	drama-iruka-cmcmilk
いるかのせなか。	outbath-mousse	いるかのせなか。フォーム	data/products/images/いるかのせなか_フォーム_200ml_公式.png	drama-iruka-foam
REKERA	outbath-water	REKERA ミスト	data/products/images/REKERA_ミスト_200ml.png	likera-mist
REKERA	outbath-oil	REKERA オイル	data/products/images/REKERA_オイル_100ml.png	likera-oil
LOA	outbath-water	LOA THE PERFUME UV SPRAY	data/products/images/ロア_ザ_パフューム_UVスプレー〔ネロリスモークティー〕.jpg	loa-uvspray
Aujua	shampoo	アルティール シャンプー	data/products/images/オージュア_アルティール_シャンプー_250ml.jpg	aujua-ultia-sh
Aujua	treatment	アルティール ヘアトリートメント	data/products/images/オージュア_アルティール_ヘアトリートメント_250g.jpg	aujua-ultia-tr
Aujua	outbath-water	アルティール アドバンスドエッセンス	data/products/images/オージュア_アルティール_アドバンスドエッセンス_100ml.jpg	aujua-ultia-essence
Aujua	shampoo	プレセディア シャンプー	data/products/images/オージュア_プレセディア_シャンプー_250ml.jpg	aujua-precedia-sh
Aujua	scalp-essence	プレセディア スカルプマスク	data/products/images/オージュア_プレセディア_スカルプマスク_250g.jpg	aujua-precedia-scalpmask
Aujua	scalp-essence	プレセディア インテンシブパーフェクター	data/products/images/オージュア_プレセディア_インテンシブ_パーフェクター_100ml.jpg	aujua-precedia-perfector
Aujua	shampoo	ミラジェリィ シャンプー	data/products/images/オージュア_ミラジェリィ_シャンプー_250ml.jpg	aujua-mirajelly-sh
Aujua	treatment	ミラジェリィ ヘアトリートメント	data/products/images/オージュア_ミラジェリィ_ヘアトリートメント_250g.jpg	aujua-mirajelly-tr
Aujua	outbath-water	ミラジェリィ エッセンス	data/products/images/オージュア_ミラジェリィ_エッセンス_100ml.jpg	aujua-mirajelly-essence
nino	shampoo	nino プレミアム シャンプー	data/products/images/nino_シャンプー_300ml.png	nino-shampoo
nino	treatment	nino プレミアム トリートメント	data/products/images/nino_トリートメント_290g.png	nino-treatment
nino	shampoo	nino クールシャンプー	data/products/images/ニーノ_クールシャンプー_200ml.png	nino-coolshampoo
nino	outbath-oil	nino ヘアオイル	data/products/images/nino_ヘアオイル_100ml.png	nino-hairoil
nino	outbath-oil	nino プレミアム グロッシーオイル	data/products/images/ニーノ_プレミアム_グロッシーオイル_100ml.png	nino-glossyoil
nino	outbath-butter	nino メルトバーム	data/products/images/ニーノ_メルトバーム_48g.png	nino-meltbalm
Amazia	shampoo	アメイジア インピタリ ルビー シャンプー	data/products/images/アメイジア_インピタリ_ルビー_シャンプー_400ml.jpg	amazia-ruby-sh
Amazia	treatment	アメイジア インピタリ ルビー トリートメント	data/products/images/アメイジア_インピタリ_ルビー_トリートメント_400g.jpg	amazia-ruby-tr
Amazia	outbath-oil	アメイジア インピタリ オイルトリートメント ルビー	data/products/images/アメイジア_インピタリ_オイルトリートメント_ルビー_100ml.jpg	amazia-ruby-oil
Amazia	shampoo	アメイジア インピタリ エメラルド シャンプー	data/products/images/アメイジア_インピタリ_エメラルド_シャンプー_400ml.jpg	amazia-emerald-sh
Amazia	treatment	アメイジア インピタリ エメラルド トリートメント	data/products/images/アメイジア_インピタリ_エメラルド_トリートメント_400g.jpg	amazia-emerald-tr
Amazia	outbath-oil	アメイジア インピタリ オイルトリートメント エメラルド	data/products/images/アメイジア_インピタリ_オイルトリートメント_エメラルド_100ml.jpg	amazia-emerald-oil
Moroccanoil	outbath-oil	モロッカンオイル トリートメント	data/products/images/モロッカンオイル_トリートメント_25ml〔パープル〕.jpg	moroccanoil-treatment-100
Moroccanoil	outbath-oil	モロッカンオイル トリートメント (パープル)	data/products/images/モロッカンオイル_トリートメント_50ml_〔パープル〕.jpg	moroccanoil-treatment-purple
O by Tori	outbath-oil	オーバイトーリ チュールパフ オイル	data/products/images/オーバイトーリ_チュールパフ_オイル_70ml.jpg	obytori-tulle-oil
O by Tori	outbath-oil	オーバイトーリ カシミアテクスチュア オイル	data/products/images/オーバイトーリ_カシミアテクスチュア_オイル_70ml.jpg	obytori-cashmere-oil
O by Tori	outbath-water	オーバイトーリ サテングリッター ドロップ	data/products/images/オーバイトーリ_サテングリッター_ドロップ_180ml.jpg	obytori-satin-drop
O by Tori	outbath-butter	オーバイトーリ ヴェロアメルト バーム	data/products/images/オーバイトーリ_ヴェロアメルト_バーム_40ml.jpg	obytori-velour-balm
Color Motion+	shampoo	カラーモーション+ シャンプー	data/products/images/カラーモーション＋_シャンプー_250ml.jpg	colormotion-sh
Color Motion+	treatment	カラーモーション+ デイリートリートメント	data/products/images/カラーモーション＋_デイリートリートメント200ml.jpg	colormotion-tr
Color Motion+	shampoo	カラーモーション+ アメジスト シャンプー	data/products/images/カラーモーション＋_アメジストシャンプー.png	colormotion-amethyst-sh
Color Motion+	treatment	カラーモーション+ アメジスト コンディショナー	data/products/images/カラーモーション＋_アメジストコンディショナー.png	colormotion-amethyst-co
Color Motion+	outbath-water	カラーモーション+ ルミナススプレー	data/products/images/カラーモーション＋_ルミナススプレー.png	colormotion-luminous-spray
Aujua	shampoo	エクイアル シャンプー	data/products/images/Aujua_エクイアル_シャンプー_250mL.png	aujua-equiale-sh
Aujua	treatment	エクイアル ヘアトリートメント	data/products/images/Aujua_エクイアル_ヘアトリートメント_250g.png	aujua-equiale-tr
Aujua	shampoo	タイムサージ シャンプー	data/products/images/Aujua_タイムサージ_シャンプー_250mL.png	aujua-timesurge-sh
Aujua	treatment	タイムサージ ヘアトリートメント	data/products/images/Aujua_タイムサージ_ヘアトリートメント_250g.png	aujua-timesurge-tr
Aujua	scalp-essence	タイムサージ エッセンス	data/products/images/Aujua_タイムサージ_エッセンス_100mL.png	aujua-timesurge-essence
